generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,w,is-W-opt
9310.0,3308.0,2978.0,437.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
81.0,30.0,24.0,435.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
1644.0,605.0,458.0,431.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
24870.0,9169.0,6607.0,953.0,0.0,657.0,2.0,657.0,2.0,657.0,1.5,true
139107.0,49672.0,44309.0,801.0,0.0,657.0,2.0,657.0,2.0,657.0,1.5,true
21864.0,7808.0,3254.0,769.0,0.0,657.0,2.0,657.0,2.0,657.0,1.5,true
4264.0,1512.0,666.0,767.0,0.0,657.0,2.0,657.0,2.0,657.0,1.5,true
18215.0,6484.0,4024.0,763.0,0.0,657.0,2.0,657.0,2.0,657.0,1.5,true
19571.0,6976.0,5126.0,761.0,0.0,657.0,2.0,657.0,2.0,657.0,1.5,true
219274.0,77135.0,65870.0,882.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
517018.0,183126.0,172258.0,782.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
3831.0,1422.0,439.0,770.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
3621.0,1302.0,768.0,762.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
3615.0,1263.0,951.0,758.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
5117.0,1818.0,1398.0,754.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
20265.0,7476.0,5199.0,726.0,0.0,440.0,2.0,440.0,2.0,440.0,1.5,true
