InstanceID,Found,Depth,Cost,Iterations,Generated,Expanded,Cpu Time,Wall Time,delta,epsilon,pacCondition,Domain
82,1,41,41.0,6,109695,2890,280,280,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
83,1,40,40.0,2,2979,79,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
84,1,42,42.0,2,2685,72,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
85,1,38,38.0,5,97736,2575,109,110,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
86,1,40,40.0,3,35301,931,46,40,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
87,1,41,41.0,3,131434,3461,140,140,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
88,1,42,42.0,4,13154,348,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
89,1,47,47.0,2,3248,87,0,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
90,1,41,41.0,2,2328,62,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
91,1,41,41.0,6,48950,1291,78,80,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
92,1,43,43.0,2,3215,85,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
93,1,41,41.0,4,5659,151,0,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
94,1,40,40.0,5,48025,1265,62,60,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
95,1,43,43.0,3,5604,149,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
96,1,41,41.0,4,68576,1807,62,60,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
97,1,42,42.0,5,10422,277,31,30,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
98,1,40,40.0,4,13760,365,31,30,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
99,1,46,46.0,2,2639,70,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
100,1,38,38.0,5,25522,673,46,60,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
51,1,41,41.0,1,1810,48,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
52,1,40,40.0,1,1569,42,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
53,1,43,43.0,1,1890,50,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
54,1,48,48.0,1,2346,62,0,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
55,1,44,44.0,1,2050,54,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
56,1,43,43.0,1,1809,48,0,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
57,1,51,51.0,1,2526,67,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
58,1,49,49.0,1,2334,62,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
59,1,47,47.0,1,2385,63,15,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
60,1,46,46.0,1,2176,58,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
61,1,46,46.0,1,2261,60,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
